Frage,Anzahl Trainingsfragen,Richtige Antwort,QAnswer-Antwort,Confidence,Precision,Recall,F-Score,Richtige Anzahl,QAnswer Anzahl,Schnittmenge
What are hospital information systems?,0,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:HospitalInformationSystem } . },SELECT ?s0  WHERE { 		VALUES ?s0 { <http://www.snik.eu/ontology/bb/chapter4-2> }  },0.95,0,0.0,0,1,1, 0
What are electronic health records?,100,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.46,0,0.0,0,1,2, 0
What are electronic health records?,110,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.35,0,0.0,0,1,2, 0
What are electronic health records?,120,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.41,0,0.0,0,1,2, 0
What are electronic health records?,130,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.38,0,0.0,0,1,2, 0
What are electronic health records?,140,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.4,0,0.0,0,1,2, 0
What are electronic health records?,150,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.48,0,0.0,0,1,2, 0
What are electronic health records?,160,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.46,0,0.0,0,1,2, 0
What are electronic health records?,170,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.51,0,0.0,0,1,2, 0
What are electronic health records?,180,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.55,0,0.0,0,1,2, 0
What are electronic health records?,190,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.51,0,0.0,0,1,2, 0
What are electronic health records?,200,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.57,0,0.0,0,1,2, 0
What are electronic health records?,210,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.51,0,0.0,0,1,2, 0
What are electronic health records?,220,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.45,0,0.0,0,1,2, 0
What are electronic health records?,230,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.59,0,0.0,0,1,2, 0
What are electronic health records?,240,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.45,0,0.0,0,1,2, 0
What are electronic health records?,250,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.47,0,0.0,0,1,2, 0
What are electronic health records?,260,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.63,0,0.0,0,1,2, 0
What are electronic health records?,270,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.56,0,0.0,0,1,2, 0
What are electronic health records?,280,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.53,0,0.0,0,1,2, 0
What are electronic health records?,290,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.52,0,0.0,0,1,2, 0
What are electronic health records?,300,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.54,0,0.0,0,1,2, 0
What are electronic health records?,310,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.61,0,0.0,0,1,2, 0
What are electronic health records?,320,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.58,0,0.0,0,1,2, 0
What are electronic health records?,330,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.56,0,0.0,0,1,2, 0
What are electronic health records?,340,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.51,0,0.0,0,1,2, 0
What are electronic health records?,350,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.58,0,0.0,0,1,2, 0
What are electronic health records?,360,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.57,0,0.0,0,1,2, 0
What are electronic health records?,370,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.68,0,0.0,0,1,2, 0
What are electronic health records?,380,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.65,0,0.0,0,1,2, 0
What are electronic health records?,390,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.56,0,0.0,0,1,2, 0
What are electronic health records?,400,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.47,0,0.0,0,1,2, 0
What are electronic health records?,410,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.63,0,0.0,0,1,2, 0
What are electronic health records?,420,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.58,0,0.0,0,1,2, 0
What are electronic health records?,430,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.61,0,0.0,0,1,2, 0
What are electronic health records?,440,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.54,0,0.0,0,1,2, 0
What are electronic health records?,450,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.59,0,0.0,0,1,2, 0
What are electronic health records?,460,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.55,0,0.0,0,1,2, 0
What are electronic health records?,470,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.56,0,0.0,0,1,2, 0
What are electronic health records?,480,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.59,0,0.0,0,1,2, 0
What are electronic health records?,490,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.62,0,0.0,0,1,2, 0
What are electronic health records?,500,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.53,0,0.0,0,1,2, 0
What are electronic health records?,510,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.52,0,0.0,0,1,2, 0
What are electronic health records?,520,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.58,0,0.0,0,1,2, 0
What are electronic health records?,530,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.53,0,0.0,0,1,2, 0
What are electronic health records?,540,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.57,0,0.0,0,1,2, 0
What are electronic health records?,550,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.53,0,0.0,0,1,2, 0
What are electronic health records?,560,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.43,0,0.0,0,1,2, 0
What are electronic health records?,570,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.55,0,0.0,0,1,2, 0
What are electronic health records?,580,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.6,0,0.0,0,1,2, 0
What are electronic health records?,590,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.54,0,0.0,0,1,2, 0
What are electronic health records?,600,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.54,0,0.0,0,1,2, 0
What are electronic health records?,610,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.6,0,0.0,0,1,2, 0
What are electronic health records?,620,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.54,0,0.0,0,1,2, 0
What are electronic health records?,630,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.53,0,0.0,0,1,2, 0
What are electronic health records?,640,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.58,0,0.0,0,1,2, 0
What are electronic health records?,650,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.69,0,0.0,0,1,2, 0
What are electronic health records?,660,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.59,0,0.0,0,1,2, 0
What are electronic health records?,670,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.58,0,0.0,0,1,2, 0
What are electronic health records?,680,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.48,0,0.0,0,1,2, 0
What are electronic health records?,690,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.55,0,0.0,0,1,2, 0
What are electronic health records?,700,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.4,0,0.0,0,1,2, 0
What are electronic health records?,710,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.45,0,0.0,0,1,2, 0
What are electronic health records?,720,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.61,0,0.0,0,1,2, 0
What are electronic health records?,730,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.57,0,0.0,0,1,2, 0
What are electronic health records?,740,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.58,0,0.0,0,1,2, 0
What are electronic health records?,750,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.53,0,0.0,0,1,2, 0
What are electronic health records?,760,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.64,0,0.0,0,1,2, 0
What are electronic health records?,770,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.4,0,0.0,0,1,2, 0
What are electronic health records?,780,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.6,0,0.0,0,1,2, 0
What are electronic health records?,790,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.61,0,0.0,0,1,2, 0
What are electronic health records?,800,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.6,0,0.0,0,1,2, 0
What are electronic health records?,810,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.66,0,0.0,0,1,2, 0
What are electronic health records?,820,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.56,0,0.0,0,1,2, 0
What are electronic health records?,830,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.46,0,0.0,0,1,2, 0
What are electronic health records?,840,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.51,0,0.0,0,1,2, 0
What are electronic health records?,850,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.56,0,0.0,0,1,2, 0
What are electronic health records?,860,SELECT DISTINCT ?o1 WHERE { VALUES ?o1 { bb:ElectronicHealthRecord } . },SELECT DISTINCT ?s1 WHERE { 	 ?s1  <http://www.w3.org/2000/01/rdf-schema#subClassOf>  <http://www.snik.eu/ontology/bb/ElectronicHealthRecord> .  }  LIMIT 1000,0.7,0,0.0,0,1,2, 0
